1	160	0.5
1	760	0.5
2	19	0.1429
2	267	0.1429
2	275	0.1429
2	283	0.1429
2	515	0.1429
2	540	0.1429
2	631	0.1429
4	22	1
4	26	0.5
4	401	1
4	435	1
4	725	2.5
5	96	0.5
5	238	0.5
6	219	0.3333
6	495	0.3333
6	692	0.3333
7	57	0.5
7	542	0.5
8	83	0.2
8	510	0.2
8	574	0.2
8	652	0.2
8	756	0.2
9	207	0.25
9	318	0.25
9	327	0.25
9	348	0.25
10	106	0.2
10	223	0.2
10	616	0.2
10	625	0.2
10	635	0.2
11	17	0.3333
11	233	1.25
11	237	0.5
11	305	0.5
11	367	0.25
11	409	0.3333
11	444	0.5833
11	612	0.25
12	143	0.3333
12	191	0.3333
12	287	0.3333
13	278	0.5
13	690	0.5
14	15	0.25
14	421	0.25
14	579	0.25
14	818	0.25
15	289	0.25
15	421	0.25
15	579	1.25
15	627	0.25
15	664	0.25
15	818	0.5
16	610	1
17	409	0.3333
17	444	0.3333
18	239	0.25
18	426	0.25
18	644	0.25
18	708	0.25
19	267	0.3929
19	275	0.6429
19	283	0.3929
19	319	0.25
19	515	0.1429
19	516	0.5
19	540	0.1429
19	547	0.25
19	631	0.1429
21	109	0.5
21	112	0.5
21	482	0.3333
21	662	0.3333
21	743	0.3333
23	321	0.25
23	488	0.25
23	507	0.25
23	513	0.25
25	150	0.3333
25	332	0.3333
25	622	0.3333
26	725	0.5
27	449	0.3333
27	532	0.3333
27	589	0.3333
28	29	0.5
28	663	0.5
29	663	0.5
30	301	0.5
30	357	0.5
31	215	0.5
31	712	0.5
32	74	0.3333
32	362	0.3333
32	448	0.3333
33	172	1
34	35	0.5
34	273	0.5
35	273	0.5
36	58	0.25
36	309	0.25
36	586	0.25
36	658	0.25
37	130	0.25
37	169	0.25
37	277	0.25
37	661	0.25
38	360	2
39	456	0.5
39	545	0.5
40	194	1
42	390	0.5
42	796	0.5
43	242	0.5
43	607	0.5
44	84	0.8333
44	119	0.25
44	128	0.45
44	158	1.95
44	216	0.5
44	217	0.5833
44	290	0.3333
44	307	0.2
44	312	0.25
44	353	1.1167
44	429	0.25
44	468	0.3333
44	550	0.7833
44	608	0.5833
44	701	0.3333
44	801	0.25
45	306	0.25
45	312	0.5833
45	618	0.3333
45	738	0.3333
45	758	0.25
45	786	0.25
46	308	0.25
46	563	0.25
46	600	0.25
46	793	0.25
47	414	0.3333
47	473	0.3333
47	677	0.3333
48	63	0.0435
48	81	0.0435
48	155	0.0435
48	181	0.0435
48	184	0.0435
48	210	0.0435
48	245	0.0435
48	292	0.0435
48	325	0.0435
48	328	0.0435
48	380	0.0435
48	412	0.0435
48	416	0.0435
48	419	0.0435
48	442	0.0435
48	592	0.0435
48	606	0.0435
48	634	0.0435
48	638	0.0435
48	713	0.0435
48	770	0.0435
48	779	0.0435
48	800	0.0435
49	457	1
51	114	0.3333
51	597	0.3333
51	653	0.3333
52	633	0.5
52	686	0.5
53	122	0.25
53	368	0.25
53	594	0.25
53	620	0.25
54	138	0.5
54	240	1.5
55	118	0.1429
55	209	0.1429
55	271	0.1429
55	403	0.1429
55	474	0.1429
55	484	0.1429
55	640	0.1429
57	542	0.5
58	309	0.25
58	586	0.25
58	658	0.25
59	587	1
60	591	0.5
60	654	0.5
61	595	1
63	81	0.0435
63	155	0.0435
63	181	0.0435
63	184	0.0435
63	210	0.0435
63	245	0.0435
63	292	0.0435
63	325	0.0435
63	328	0.0435
63	380	0.0435
63	412	0.0435
63	416	0.0435
63	419	0.0435
63	442	0.0435
63	592	0.0435
63	606	0.0435
63	634	0.0435
63	638	0.0435
63	713	0.0435
63	770	0.0435
63	779	0.0435
63	800	0.0435
64	240	0.5
64	645	0.5
65	68	0.25
65	87	0.2
65	234	0.25
65	477	0.2
65	512	0.2
65	541	0.2
65	599	0.45
65	746	0.25
66	85	0.25
66	268	0.25
66	343	0.25
66	424	0.25
67	167	0.25
67	180	0.3333
67	363	0.25
67	392	0.5
67	453	0.3333
67	483	0.25
67	517	0.25
67	656	0.5
67	682	0.3333
68	234	0.25
68	599	0.25
68	746	0.25
69	146	0.3333
69	290	0.3333
69	804	0.3333
70	511	1
71	222	0.25
71	253	0.25
71	289	0.25
71	655	0.25
72	289	0.5
72	631	0.5
73	580	0.5
73	753	0.5
74	362	0.3333
74	448	0.8333
74	646	0.5
76	94	0.5
76	641	0.5
77	575	1
78	246	1
80	224	1
80	673	1
81	155	0.0435
81	181	0.0435
81	184	0.0435
81	210	0.0435
81	245	0.0435
81	292	0.0435
81	325	0.0435
81	328	0.0435
81	380	0.0435
81	412	0.0435
81	416	0.0435
81	419	0.0435
81	442	0.0435
81	592	0.0435
81	606	0.0435
81	634	0.0435
81	638	0.0435
81	713	0.0435
81	770	0.0435
81	779	0.0435
81	800	0.0435
82	526	1
83	510	0.2
83	574	0.2
83	652	0.2
83	756	0.2
84	119	0.25
84	217	0.5833
84	289	1
84	312	0.25
84	429	0.25
84	608	0.5833
84	801	0.25
85	268	0.25
85	343	0.25
85	424	0.25
86	576	1
87	477	0.2
87	512	0.2
87	541	0.2
87	599	0.2
88	204	1
89	208	0.3333
89	529	0.3333
89	679	0.3333
90	289	0.25
90	308	0.25
90	665	0.25
90	793	0.25
91	369	0.5
91	617	0.5
92	127	0.5
92	212	0.5
92	241	2
92	402	0.5
92	462	0.5
92	470	0.3333
92	497	0.5
92	506	0.5
92	548	0.5
92	588	0.5
92	694	0.5
92	695	0.5
92	702	1
92	721	0.3333
92	810	0.3333
93	212	0.5
93	806	0.5
94	641	0.5
95	287	1
96	238	0.5
97	148	0.3333
97	188	0.3333
97	192	0.3333
98	581	1
99	149	0.5
99	742	0.5
100	254	1
101	183	0.5
101	662	0.5
102	157	0.0667
102	243	0.0667
102	249	0.0667
102	276	0.0667
102	317	0.0667
102	320	0.0667
102	347	0.0667
102	358	0.0667
102	371	0.0667
102	386	0.0667
102	422	0.0667
102	502	0.0667
102	508	0.0667
102	666	0.0667
102	730	0.0667
103	201	2.8333
103	228	0.3333
103	558	0.3333
103	769	0.5
104	313	2.3333
104	687	0.3333
